bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-E2-A1LA-01A	TCGA-E2-A1LA-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LA-01A	TCGA-E2-A1LA-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LA-10A	TCGA-E2-A1LA-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-E2-A1LA-10A	TCGA-E2-A1LA-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LB-01A	TCGA-E2-A1LB-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LB-01A	TCGA-E2-A1LB-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LB-01A	TCGA-E2-A1LB-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LB-11A	TCGA-E2-A1LB-11A-22D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LB-11A	TCGA-E2-A1LB-11A-22R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LB-11A	TCGA-E2-A1LB-11A-22W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LE-01A	TCGA-E2-A1LE-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LE-01A	TCGA-E2-A1LE-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LE-01A	TCGA-E2-A1LE-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LE-11A	TCGA-E2-A1LE-11A-23D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LE-11A	TCGA-E2-A1LE-11A-23W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LG-01A	TCGA-E2-A1LG-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LG-01A	TCGA-E2-A1LG-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LG-01A	TCGA-E2-A1LG-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LG-11A	TCGA-E2-A1LG-11A-42D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LG-11A	TCGA-E2-A1LG-11A-42W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LH-01A	TCGA-E2-A1LH-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LH-01A	TCGA-E2-A1LH-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LH-01A	TCGA-E2-A1LH-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LH-11A	TCGA-E2-A1LH-11A-22D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LH-11A	TCGA-E2-A1LH-11A-22R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LH-11A	TCGA-E2-A1LH-11A-22W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LI-01A	TCGA-E2-A1LI-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LI-01A	TCGA-E2-A1LI-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LI-01A	TCGA-E2-A1LI-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LI-11A	TCGA-E2-A1LI-11A-23D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LI-11A	TCGA-E2-A1LI-11A-23W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LK-01A	TCGA-E2-A1LK-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LK-01A	TCGA-E2-A1LK-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LK-01A	TCGA-E2-A1LK-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LK-11A	TCGA-E2-A1LK-11A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LK-11A	TCGA-E2-A1LK-11A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LL-01A	TCGA-E2-A1LL-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LL-01A	TCGA-E2-A1LL-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LL-01A	TCGA-E2-A1LL-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LL-11A	TCGA-E2-A1LL-11A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LL-11A	TCGA-E2-A1LL-11A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LS-01A	TCGA-E2-A1LS-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LS-01A	TCGA-E2-A1LS-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LS-01A	TCGA-E2-A1LS-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A1LS-11A	TCGA-E2-A1LS-11A-32D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A1LS-11A	TCGA-E2-A1LS-11A-32R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A1LS-11A	TCGA-E2-A1LS-11A-32W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A2P5-01A	TCGA-E2-A2P5-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A2P5-01A	TCGA-E2-A2P5-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A2P5-01A	TCGA-E2-A2P5-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A2P5-10A	TCGA-E2-A2P5-10B-01D	tssDNA	[Not Available]	[Not Available]
TCGA-E2-A2P5-10A	TCGA-E2-A2P5-10B-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A2P6-01A	TCGA-E2-A2P6-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A2P6-01A	TCGA-E2-A2P6-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A2P6-01A	TCGA-E2-A2P6-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A2P6-10A	TCGA-E2-A2P6-10B-01D	tssDNA	[Not Available]	[Not Available]
TCGA-E2-A2P6-10A	TCGA-E2-A2P6-10B-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A3DX-01A	TCGA-E2-A3DX-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E2-A3DX-01A	TCGA-E2-A3DX-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E2-A3DX-01A	TCGA-E2-A3DX-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-E2-A3DX-10A	TCGA-E2-A3DX-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-E2-A3DX-10A	TCGA-E2-A3DX-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N3-01A	TCGA-E9-A1N3-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N3-01A	TCGA-E9-A1N3-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1N3-01A	TCGA-E9-A1N3-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N3-10A	TCGA-E9-A1N3-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N3-10A	TCGA-E9-A1N3-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N4-01A	TCGA-E9-A1N4-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N4-01A	TCGA-E9-A1N4-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1N4-01A	TCGA-E9-A1N4-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N4-10A	TCGA-E9-A1N4-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N4-10A	TCGA-E9-A1N4-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N4-11A	TCGA-E9-A1N4-11A-33D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N4-11A	TCGA-E9-A1N4-11A-33R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-E9-A1N5-01A	TCGA-E9-A1N5-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N5-01A	TCGA-E9-A1N5-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1N5-01A	TCGA-E9-A1N5-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N5-10A	TCGA-E9-A1N5-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N5-10A	TCGA-E9-A1N5-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N5-11A	TCGA-E9-A1N5-11A-41D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N5-11A	TCGA-E9-A1N5-11A-41R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1N6-01A	TCGA-E9-A1N6-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N6-01A	TCGA-E9-A1N6-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1N6-01A	TCGA-E9-A1N6-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N6-10A	TCGA-E9-A1N6-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N6-10A	TCGA-E9-A1N6-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N6-11A	TCGA-E9-A1N6-11A-32D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N6-11A	TCGA-E9-A1N6-11A-32R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1N8-01A	TCGA-E9-A1N8-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N8-01A	TCGA-E9-A1N8-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1N8-01A	TCGA-E9-A1N8-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N8-10A	TCGA-E9-A1N8-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N8-10A	TCGA-E9-A1N8-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N8-11A	TCGA-E9-A1N8-11A-42D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N9-01A	TCGA-E9-A1N9-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N9-01A	TCGA-E9-A1N9-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1N9-01A	TCGA-E9-A1N9-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N9-10A	TCGA-E9-A1N9-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N9-10A	TCGA-E9-A1N9-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1N9-11A	TCGA-E9-A1N9-11A-71D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1N9-11A	TCGA-E9-A1N9-11A-71R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NA-01A	TCGA-E9-A1NA-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NA-01A	TCGA-E9-A1NA-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NA-01A	TCGA-E9-A1NA-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NA-10A	TCGA-E9-A1NA-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NA-10A	TCGA-E9-A1NA-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NA-11A	TCGA-E9-A1NA-11A-33D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NA-11A	TCGA-E9-A1NA-11A-33R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NC-01A	TCGA-E9-A1NC-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NC-01A	TCGA-E9-A1NC-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NC-01A	TCGA-E9-A1NC-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NC-10A	TCGA-E9-A1NC-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NC-10A	TCGA-E9-A1NC-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1ND-01A	TCGA-E9-A1ND-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1ND-01A	TCGA-E9-A1ND-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1ND-01A	TCGA-E9-A1ND-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1ND-10A	TCGA-E9-A1ND-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1ND-10A	TCGA-E9-A1ND-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1ND-11A	TCGA-E9-A1ND-11A-43D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1ND-11A	TCGA-E9-A1ND-11A-43R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NE-01A	TCGA-E9-A1NE-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NE-01A	TCGA-E9-A1NE-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NE-01A	TCGA-E9-A1NE-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NE-10A	TCGA-E9-A1NE-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NE-10A	TCGA-E9-A1NE-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NE-11A	TCGA-E9-A1NE-11A-43D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NF-01A	TCGA-E9-A1NF-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NF-01A	TCGA-E9-A1NF-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NF-01A	TCGA-E9-A1NF-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NF-10A	TCGA-E9-A1NF-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NF-10A	TCGA-E9-A1NF-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NF-11A	TCGA-E9-A1NF-11A-73D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NF-11A	TCGA-E9-A1NF-11A-73R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NG-01A	TCGA-E9-A1NG-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NG-01A	TCGA-E9-A1NG-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NG-01A	TCGA-E9-A1NG-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NG-10A	TCGA-E9-A1NG-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NG-10A	TCGA-E9-A1NG-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NG-11A	TCGA-E9-A1NG-11A-52D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NG-11A	TCGA-E9-A1NG-11A-52R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-E9-A1NH-01A	TCGA-E9-A1NH-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NH-01A	TCGA-E9-A1NH-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NH-01A	TCGA-E9-A1NH-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NH-11A	TCGA-E9-A1NH-11A-33D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NH-11A	TCGA-E9-A1NH-11A-33W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NI-01A	TCGA-E9-A1NI-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NI-01A	TCGA-E9-A1NI-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1NI-01A	TCGA-E9-A1NI-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1NI-10A	TCGA-E9-A1NI-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1NI-10A	TCGA-E9-A1NI-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1QZ-01A	TCGA-E9-A1QZ-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1QZ-01A	TCGA-E9-A1QZ-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1QZ-01A	TCGA-E9-A1QZ-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1QZ-10A	TCGA-E9-A1QZ-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1QZ-10A	TCGA-E9-A1QZ-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R0-01A	TCGA-E9-A1R0-01A-22D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R0-01A	TCGA-E9-A1R0-01A-22R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1R0-01A	TCGA-E9-A1R0-01A-22W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R0-10A	TCGA-E9-A1R0-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R0-10A	TCGA-E9-A1R0-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R2-01A	TCGA-E9-A1R2-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R2-01A	TCGA-E9-A1R2-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1R2-01A	TCGA-E9-A1R2-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R2-10A	TCGA-E9-A1R2-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R2-10A	TCGA-E9-A1R2-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R3-01A	TCGA-E9-A1R3-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R3-01A	TCGA-E9-A1R3-01A-31R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1R3-01A	TCGA-E9-A1R3-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R3-10A	TCGA-E9-A1R3-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R3-10A	TCGA-E9-A1R3-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R4-01A	TCGA-E9-A1R4-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R4-01A	TCGA-E9-A1R4-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1R4-01A	TCGA-E9-A1R4-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R4-10A	TCGA-E9-A1R4-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R4-10A	TCGA-E9-A1R4-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R5-01A	TCGA-E9-A1R5-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R5-01A	TCGA-E9-A1R5-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1R5-01A	TCGA-E9-A1R5-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R5-10A	TCGA-E9-A1R5-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R5-10A	TCGA-E9-A1R5-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R6-01A	TCGA-E9-A1R6-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R6-01A	TCGA-E9-A1R6-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1R6-01A	TCGA-E9-A1R6-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R6-10A	TCGA-E9-A1R6-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R6-10A	TCGA-E9-A1R6-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R7-01A	TCGA-E9-A1R7-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R7-01A	TCGA-E9-A1R7-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1R7-01A	TCGA-E9-A1R7-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R7-10A	TCGA-E9-A1R7-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R7-10A	TCGA-E9-A1R7-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1R7-11A	TCGA-E9-A1R7-11A-42D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1R7-11A	TCGA-E9-A1R7-11A-42R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RA-01A	TCGA-E9-A1RA-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RA-01A	TCGA-E9-A1RA-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RA-01A	TCGA-E9-A1RA-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RA-10A	TCGA-E9-A1RA-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RA-10A	TCGA-E9-A1RA-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RB-01A	TCGA-E9-A1RB-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RB-01A	TCGA-E9-A1RB-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RB-01A	TCGA-E9-A1RB-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RB-10A	TCGA-E9-A1RB-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RB-10A	TCGA-E9-A1RB-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RB-11A	TCGA-E9-A1RB-11A-33D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RB-11A	TCGA-E9-A1RB-11A-33R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RC-01A	TCGA-E9-A1RC-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RC-01A	TCGA-E9-A1RC-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RC-01A	TCGA-E9-A1RC-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RC-10A	TCGA-E9-A1RC-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RC-10A	TCGA-E9-A1RC-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RC-11A	TCGA-E9-A1RC-11A-33D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RC-11A	TCGA-E9-A1RC-11A-33R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RD-01A	TCGA-E9-A1RD-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RD-01A	TCGA-E9-A1RD-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RD-01A	TCGA-E9-A1RD-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RD-10A	TCGA-E9-A1RD-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RD-10A	TCGA-E9-A1RD-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RD-11A	TCGA-E9-A1RD-11A-33D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RD-11A	TCGA-E9-A1RD-11A-33R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RE-01A	TCGA-E9-A1RE-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RE-01A	TCGA-E9-A1RE-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RE-01A	TCGA-E9-A1RE-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RE-10A	TCGA-E9-A1RE-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RE-10A	TCGA-E9-A1RE-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RF-01A	TCGA-E9-A1RF-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RF-01A	TCGA-E9-A1RF-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RF-01A	TCGA-E9-A1RF-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RF-10A	TCGA-E9-A1RF-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RF-10A	TCGA-E9-A1RF-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-E9-A1RF-11A	TCGA-E9-A1RF-11A-32D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RF-11A	TCGA-E9-A1RF-11A-32R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RG-01A	TCGA-E9-A1RG-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-E9-A1RG-01A	TCGA-E9-A1RG-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-E9-A1RG-01A	TCGA-E9-A1RG-01A-11W	Repli-G	[Not Available]	[Not Available]
